Domeniu,Contine_IP,Contile_A_Rond,lungime_URL,adancime_URL,Redirectionare,domeniu_http,URL_scurt,sufix_prefix,dns_inregistrat,trafic_web,varsta_domeniu,valabilitate_domeniu,existenta_iframe,contine_mouseOver,putem_da_clic_dreapta,redirectionare_web,eticheta
mee-ralbead.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
bit.ly,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
kqjgcscejwazmsuvzeehgqitdg-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
mail.charperimagedesign.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
annarborhandsonmuseum-my.sharepoint.com,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
xjupq.mjt.lu,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
eiunhrjsicncneszgpboiogwuv-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
myjcb-co-jp.laozhan.info,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
foyykiqrgnprkijhdjqgmjbxrt-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
hasmob.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
www.auth-verifypostage.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
norwayposten.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
78.143.96.35,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
docs.google.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
acessobbauto.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
plytecfi-my.sharepoint.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
forms.office.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
sites.google.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
sisteminformasipantaijepara.000webhostapp.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
my.famous.co,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
oncopharma-ae.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
floorsdirectltd.co.uk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
secure.runescape.com-vc.ru,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
clayheart.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
www.thenine9.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
payee-securityerror.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
rediractionid547012016089540218057.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
azb3s.cf,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
asp403r.paperless.com.pe,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
gruposcherman.com.br,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.reddotarms.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
firebasestorage.googleapis.com,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
rabofree.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
lloydsbank.personal-login-secure-payee.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
www.poorlydrawnlines.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
inpost.pl-sale.surf,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
coalcoman.net,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
cpanelgsmdemgsoperateurlocal.000webhostapp.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
joingrupwabokepx.b0tnet.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
x.yakinindaki-kizlar42.xyz,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
www.unlock-account.dynamic-dns.net,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
rj1kx.app.link,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
soaringskiesrentals.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
uniswapv2.morpheuscommunity.net,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
reschedule-myhermes.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
firebasestorage.googleapis.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
services.runescape.com-vzla.ru,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
alamdi.net,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
spaceandform.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
terri2.gitlab.io,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
olx-rent.id23814.su,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1
alicetruecolors.com.mx,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
wengler-group.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
hahdaeupdate.es.tl,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
app.box.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
nocontent-vvvppxqo.velocityhub.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
nqldnnnzqyrqkswjfbrkmqbrpw-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
1klasses-grunde.mmtest.dk,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
hsbc.remove-payee-secure.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
linktr.ee,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
cefwebchat.chatbsservices.com.br,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
added-new-payees.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
pbmjx.youroffer.company,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
attnet4.aidaform.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
billingfailure-o2.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
s.id,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
auth-cancel.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
regiaocentrorsmg.websicredi.com.br:443,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
157.240.194.18,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
secure.oldschool.com-xs.ru,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
jugosdelvalle.com.mx,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
netflix.sourceaudio.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
vkalathur.in,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
retraiteenaction.ca,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
32e0bbaa3c3745914.temporary.link,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
redirect.voici-news.fr,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1
www1.micard.co.jp.macys12.tokyo,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
paypal.com.service.id999.sorttheweb.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
sites.google.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
revert-payee-request.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
whatsapp.blazagency.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
gruposcherman.com.br,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
energygain.co.uk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
redbysfrgroupebox.myfreesites.net,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
trams.mot.go.th,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
simp.ly,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
osh11.labour.go.th,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
expcjcgmbbhkrzpsztzbpstllu-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
drive.google.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
lmhwyryicszneuzbwmzkgwxzus-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
new-payee-lloyds.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
quitoworllkposter.000webhostapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
aksesbisnes.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
enrollmoreclientsbootcamp.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
szsohghuqjzgyweaaeipphvwie-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
laboplus.eu,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
web5040.web07.bero-webspace.de,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
serviceoutade.groutmastersatlanta.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
sites.google.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
nocontent-gyuenowf.velocityhub.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
www.homelisting-luxury516.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
reregister-digitalaccess.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
quinaroja.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
sinababaei.ir,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
riley-wilson.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
sparkassen-giroverband-mail6.xyz,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
o2duebilling.co.uk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
sites.google.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.jptechdocsign.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
www.mivtsystems.com,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
ikuhzdswpx.pfirmann-bau.de,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
linktr.ee,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
wikiarch.cz,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
whatsapp.blazagency.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
atualizarcartao.kinghost.net,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
fusedesk2011copyscd.weebly.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
verify-mynewpayee-support.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
www.kisa.link,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
library.foraqsa.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
cjwknrjiijedcwslryqqguslno-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
sp701876.sitebeat.site,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
instagram.ettastore.com.ng,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
email302.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
t.co,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
472a4262-a2a1-4785-b3aa-4816cba070ed.htmlcomponentservice.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
www.dmelectricaluk.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
konskij-vozbuditel.ru,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
notariagalvez.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.venixotechnologies.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
hipckvcweliabpexzppnguomta-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
www.dolcevitabymerit.com,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
kqcjntvqgdynoxlubbrdwaxiyo-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
hostpoint.ch.1200028f.net2care.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
4a102d0dfd.nxcli.net,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
adobecloudshare.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
lunaclothing-my.sharepoint.com,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
city-of-jazz.de,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1
www.alquileres.com.py,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
divspan.runkodapps.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
0d1e357b29fa393d3da6bbdd4846f30c-dot-solidstar-improts.uk.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
www.sunbeltmembers.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
d.pr,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.zoolinutricaoanimal.com.br,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
secure.verify-deviceinfo.me,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
mudgaltusha.github.io,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
247.48.198.104.bc.googleusercontent.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
invoice-records.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
www.rakuyen-cctd.co.jp.roserzj.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
axgaxrxxeqxepbouytrwkasdmi-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
smmsvocal.yolasite.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
rb.gy,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
grubtantenadiah.crotteros.cf,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
xjicgzwvsauxcfuemhztgsamfp-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
procurement.tevta.gop.pk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
gotomanager-auuth-action-panel.geme.it,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
pl-19.ru,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
fghjr74rhudfguhtfguji.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
www.amazon-check-co-jp.n5h.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
payee-notifydetected.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
opjnkdrdqigdpkyaerlzeroaxr-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
bit.do,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
www.neerslifemilsst.tonohost.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
empoweredskills.co.uk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
betcupgirisadresimiz1.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
jptechdocsign.net,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
estudiomaskin.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
archost.net.au,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
authyoabjhtvflxnqmailssocl.web.app,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
service-respond.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
www.tattoodragon.ru,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
nra.gov.np,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
temporaryserver13.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
cya.nz,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
docsend.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
lender.sandbox.natwest.poweredbydivido.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
mobipay-systems.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
goal.com.pe,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
lboindustrial.com.mx,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
s.id,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
sparkassefinanz.de,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
chenk.dqkdwqkjiq.gq,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
forms.office.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.hsgbndaloma.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
procurement.tevta.gop.pk,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
mee-ralbead.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
pramitmedicalstore.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
800emailsupport.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
sbcglobal-login.us,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
secure.oldschool.com-zs.ru,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
u1928111.ct.sendgrid.net,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1
member-mailtech-support.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
40.86.248.144,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
betasusgirmekicin.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
flowtork.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
ecfqlxjsqxgssxboqllqcylhfm-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
dowwr.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
billiob.info,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
nocontent-hymyluyk.velocityhub.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
www.rakuten.co.jp.kimsdfpwxu.shop,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
yah00-0ne-drive.000webhostapp.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
businessandfootball.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
c-om.eu,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
51jianli.cn,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
mysp.ac,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
docs.google.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
www.sunbeltmembers.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
lloydsbank.personal-devices-login.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
vhfdricjycjeeyqzurpkbesdjs-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
sparkassen-giroverband-mail11.xyz,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
lloydsbank.authenticate-cancellation.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
sparkassen-giroverband-mail1.xyz,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
benrefamdksi.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
ftp.lesterandco.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
bit.ly,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
mavibetgir5.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
infobcp.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
bank-of-america-secure00.dns05.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
orange624.yolasite.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
3no.ro,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
1drv.ms,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
hindmovie.cc,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
smbc-card.com.jpqwo98dhiqwq8.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
u1326751.cp.regruhosting.ru,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
peer.yourluv.co,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
eliturbrasil.com.br,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
autoamzn.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
qcytvlxqxafzdkazqxpyoilqxi-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
gle39404049.rj.r.appspot.com,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
rqyteseiociddtbisefgqmpzui-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
bit.ly,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
www.turningpointyogawithjacki.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
it.melnikhotels.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1
whatsapp.blazagency.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
4datasolution.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
pinkoliveentertainment.com,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
cema-fossano.it,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
adjustcamera.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
182.16.26.236,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
messagerie-orange165.yolasite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
chat-whatsapp8jhvztulp7ajofk9jua3jfly2.duckdns.org,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
hutoknepper.de,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
nexoinmobiliario.pe,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
amaxcarrentals.com.au,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
jeuxnys.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
docs.google.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
courseworkwritingsite.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
cdn.via.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
ucpubgtops.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
dqjychiodigvqpzwekrjbkxspn-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
bakerrecklaw.com,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
main.d340w0rs0ab6uq.amplifyapp.com,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
storage.cloud.google.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
jp-amazon.p6o.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
web-rechungbetrag-domain.de,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
ebay.payment-issues-help.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
www.webcase.me,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
secure.oldschool.com-xs.ru,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
xrx6r.mjt.lu,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
ctgzqmevjbqefxcrrxqokmukgd-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
support-verify-my-newpayments.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
secure.oldschool.com-ez.ru,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
latinotravel.cz,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
folignocrediti.it,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
tecnicsupportdsd.tonohost.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
bingoshop.rs,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
goravia.ru,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
linktr.ee,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
rhenphyoefnsjswwfzrckubrdd-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
11dbs.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
bdlands.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
ippa.or.id,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
verificationmessage.blob.core.windows.net,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
lloydsbank.deregister-payee-secure-auth.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
clouddoc-authorize.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
3a0c1ceb74a7a0c1b3045b6d15a8ce70-dot-solidstar-improts.uk.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
103.2.117.18,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
miloserdie-rzn.ru,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
clickent.co.jp,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
zvxtgoavpqprobctdceqqnnegn-dot-gle39404049.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
docs.google.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
